SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,6,1,0,0,0,0,0,1,0,0,86.30275285314056,586.9356638426838,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,71.51298856014458,71.51298856014458,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,42,1,1,0,1,0,0,1,1,1,106.06349945865122,4527.804273750952,0.644007674912121,1.0,0.0,0.0,0.0,0.0,0.644007674912121,0.0
0,0,0,69,1,0,0,0,0,0,0,0,1,19.3,1447.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,65,1,1,0,0,1,1,1,1,1,103.9000015258789,6767.10009765625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,56,1,1,0,1,1,1,1,1,1,111.95,6418.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,70.90337723136982,70.90337723136982,0.007501593194305212,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,1,1,1,0,0,0,0,0,0,1,74.43094564170464,74.43094564170464,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,5,1,1,0,0,1,1,1,0,0,67.95,350.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,70,1,1,1,1,0,1,0,0,1,88.0,5986.4501953125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,4,1,1,0,0,0,1,0,0,0,87.02163654380526,341.3380665109536,0.012438410675295164,1.0,0.0,0.0,0.0,0.012438410675295164,0.0,0.9875615893247048
0,1,0,21,1,1,0,1,1,1,1,1,1,111.1999969482422,2317.10009765625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,70.53922132410338,70.53922132410338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,70,1,0,0,0,0,0,0,0,0,20.049999237060547,1360.25,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,0,61,1,0,0,0,0,0,0,0,1,20.549999237060547,1252.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,1,0,65,1,1,1,1,0,0,1,0,1,92.7,5968.4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1147.85,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,0,21,1,0,0,0,0,0,0,0,1,69.1,1474.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,65,1,1,1,1,1,0,1,1,1,111.0500030517578,7107.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,1,1,1,0,0,0,0,0,0,0,1,71.0,71.0,0.6150576316615497,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,1,0,1,79.96998111254439,79.96998111254439,0.9333867966172024,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,26,1,0,0,0,0,0,0,0,1,20.299999237060547,511.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,1,43,1,1,0,0,0,0,0,0,0,24.25,1077.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,0,54,1,1,0,1,1,1,1,1,1,110.45,6077.75,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0,9,1,0,0,0,0,0,0,0,1,44.4,348.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,71,1,1,1,1,1,1,0,1,1,80.0999984741211,5585.39990234375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,1,59,1,0,0,1,0,1,1,1,1,75.94999694824219,4542.35009765625,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,1,0,0,0,0,0,0,1,75.03208741285867,75.03208741285867,0.17914545482053645,1.0,0.0,0.0,0.0,0.0,0.17914545482053645,0.8208545451794635
0,0,0,10,1,1,0,0,0,0,0,0,1,76.51481234627877,823.7213591725915,0.7413529572382715,1.0,0.0,0.0,0.0,0.25864704276172845,0.7413529572382715,0.0
0,0,0,3,1,1,0,0,0,0,0,0,1,76.54037536520126,229.94746787156035,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,16,0,0,0,0,0,0,0,0,0,48.65291755919393,809.8554720207372,0.06755641417729519,0.0,0.0,0.0,0.0,0.06755641417729519,0.9324435858227048,0.0
0,0,1,0,1,0,0,0,0,0,0,0,0,20.25,1401.1500244140625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,1,67,1,0,0,0,0,0,0,0,1,19.39999961853028,1284.199951171875,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,1,71,1,1,0,1,0,1,0,0,1,84.80000305175781,6152.39990234375,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,69,1,1,0,0,0,0,0,1,1,94.71375928323172,6584.122817709772,0.0,1.0,0.0,0.35570501166025337,0.6442949883397466,0.35570501166025337,0.0,0.0
0,1,0,2,1,0,0,0,0,0,0,0,1,70.69999694824219,141.4499969482422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,20,1,0,0,0,0,0,1,0,0,78.8,1641.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,72,1,1,1,1,1,1,1,1,1,114.8499984741211,8317.9501953125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,71,1,1,0,1,1,0,0,1,1,93.25,6669.4501953125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,48,1,0,0,0,0,0,0,0,0,19.85,916.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0,0,4,1,0,0,0,1,0,0,0,1,83.68025433843229,347.59510520698075,0.0,1.0,0.0,0.0,0.0,0.4043769287861393,0.5956230712138607,0.0
1,1,0,4,1,1,0,0,0,0,0,0,0,74.5801798486756,307.2879594222159,1.0,1.0,0.0,0.0,0.0,0.0,0.3275997248647069,0.6724002751352931
0,1,1,23,1,1,1,0,0,0,0,0,0,81.85,1810.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0,0,15,1,1,0,0,0,0,0,0,1,84.95326436303186,1349.0500093717949,0.23913497402691708,1.0,0.0,0.0,0.0,0.0,0.7608650259730829,0.0
0,1,0,61,1,1,0,1,1,0,1,1,0,80.9,4932.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,7,1,0,0,0,0,0,1,0,1,83.18816845706725,583.0200460836963,0.5474098962595574,1.0,0.0,0.0,0.0,0.5474098962595574,0.4525901037404426,0.0
0,1,1,42,1,0,0,0,0,0,0,0,0,19.350000381469727,867.2999877929688,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,0,29,1,1,0,0,0,0,1,1,1,94.45,2653.65,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,19,0,0,0,1,1,0,0,0,1,34.3,577.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,24,1,0,0,0,0,0,0,0,0,20.39999961853028,482.7999877929688,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,0,0,2,1,1,0,0,0,0,1,0,1,85.6500015258789,181.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,71,1,1,0,0,0,0,0,0,1,24.64999961853028,1710.1500244140625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,13,1,0,0,0,0,0,0,0,1,67.08329586199385,940.8386248442717,0.0,0.24826014567624843,0.0,0.0,0.0,0.0,0.24826014567624843,0.0
1,0,0,20,1,1,0,1,1,0,0,1,1,94.0999984741211,1782.4000244140625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,70,1,1,1,1,1,1,1,0,1,79.25,5731.85009765625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,67,1,1,0,1,1,1,1,1,1,112.35,7388.45,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.41722283651689,44.41722283651689,0.9655543269662171,0.0,0.0,0.0,0.0,0.0,0.9655543269662171,0.0
0,0,0,39,1,0,1,0,0,0,0,0,1,47.84999847412109,1886.4000244140625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,1,72,0,0,1,1,1,1,1,1,1,64.80000305175781,4719.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,25,1,1,0,1,1,0,1,1,0,105.9499969482422,2655.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,72,1,1,1,1,1,1,1,1,1,116.6,8337.45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,3,1,1,0,0,0,0,0,0,1,75.15,216.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,45.650001525878906,45.650001525878906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,7,1,0,0,0,0,0,1,0,1,89.81334403579896,592.813359294588,1.0,1.0,0.0,0.0,0.0,0.06366529124432407,0.9363347087556759,0.0
0,0,0,12,1,0,1,0,0,1,1,1,1,98.9000015258789,1120.949951171875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,67,1,1,0,1,1,1,1,1,0,86.15,5883.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,24,1,0,0,0,0,0,1,0,0,95.47498141499202,2333.041328158435,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,70,1,0,0,0,0,0,0,0,0,20.35,1458.1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,31,1,0,0,0,0,0,0,0,0,20.45,638.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,13,1,0,0,0,0,0,0,0,1,70.15,886.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,17,1,0,0,0,0,0,0,0,0,20.75,418.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,1,0,63,1,0,0,0,0,0,0,0,0,19.25,1237.6500244140625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,3,0,0,0,0,0,0,0,0,1,47.23979025874616,171.23013158864603,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,1,0,0,0,0,0,0,0,1,69.26301251302958,69.26301251302958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,16,1,0,0,0,0,0,0,0,1,76.7466717916799,1313.4263211492637,0.9947461816421571,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,24,1,1,0,1,0,0,1,0,1,90.5500030517578,2282.550048828125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,32,1,1,1,0,0,1,1,0,1,72.8,2333.05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.25,70.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,38,1,1,0,0,0,0,0,1,1,96.44964674634575,3758.047686356477,0.7747475347631554,1.0,0.0,0.2252524652368446,0.0,0.0,0.2252524652368446,0.0
0,0,1,32,1,1,0,0,0,0,0,0,1,83.87692805327809,2705.4383921249273,0.0,1.0,0.0,0.0,0.0,0.6153850611902054,0.0,0.3846149388097946
1,0,0,3,1,1,0,0,0,0,0,0,1,76.05000305175781,231.8000030517578,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,45.84999847412109,45.84999847412109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,72,1,1,0,0,0,0,0,0,0,25.39999961853028,1710.9000244140625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,1,1,1,0,0,0,0,0,0,1,75.05000305175781,75.05000305175781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,25,1,0,0,0,0,0,0,0,0,20.8,460.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,1,15,1,0,0,0,0,0,0,0,0,20.35,335.95,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1,0,67,1,1,0,0,0,0,0,0,0,24.850000381469727,1583.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,0,47,1,0,0,0,1,0,0,1,1,85.30000305175781,4045.64990234375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,13,1,0,0,0,0,0,0,0,0,20.200000762939453,273.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,0,13,1,1,0,0,1,0,0,0,1,86.40095154618024,1068.0214419966671,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,42,1,1,0,0,0,0,0,1,0,100.72307881205121,4140.342634511183,1.0,1.0,0.0,0.0,0.0,0.0,0.3672902700851072,0.0
0,0,0,27,1,0,0,1,0,1,0,0,1,56.150001525878906,1439.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,1,1,0,0,0,0,0,0,0,1,45.70000076293945,45.70000076293945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,1,1,0,0,0,0,0,0,0,1,45.71662720003719,45.71662720003719,0.11084460533936125,0.0,0.0,0.0,0.0,0.0,0.8891553946606388,0.11084460533936125
0,1,0,34,1,1,0,0,1,0,1,0,1,99.36667593330829,3474.4068473152643,0.7469161681114966,1.0,0.0,0.0,0.0,0.0,0.7469161681114966,0.0
0,0,0,13,1,0,0,0,0,0,1,1,0,93.84822849896604,1226.979775095864,0.5610436370287133,1.0,0.0,0.0,0.0,0.0,0.4389563629712867,0.5610436370287133
0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.4499969482422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.700000762939453,419.3999938964844,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,2,0,0,0,0,0,0,0,0,1,47.888050998400054,92.32247386743927,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,23,1,0,0,1,0,0,1,0,1,91.8790334918935,2292.4120631756846,0.49499422553560346,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,62,0,0,1,1,1,1,0,0,1,43.70000076293945,2618.300048828125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,69,1,1,1,1,0,0,0,0,1,84.9,5785.65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,23,1,1,0,0,0,0,0,0,1,74.94999694824219,1710.449951171875,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,71,1,1,1,0,0,0,1,0,1,66.2,4692.55,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,57,1,0,0,0,0,0,0,0,0,18.8,1094.35,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,18,1,0,0,0,0,0,0,1,0,80.1384241003578,1423.9391333105018,1.0,0.5395872172875953,0.0,0.4604127827124047,0.0,0.4604127827124047,0.5395872172875953,0.0
0,0,0,5,1,0,0,0,0,0,1,0,1,88.49800448797889,475.89641702368914,0.7328011967943716,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.54728315520266,70.54728315520266,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,5,1,0,0,0,0,1,0,1,1,93.23613766261431,456.921489774168,0.5757243242212163,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,61,1,1,0,0,1,0,1,1,1,103.93574039542327,6273.452257606115,0.7064976988482676,1.0,0.0,0.29350230115173237,0.0,0.29350230115173237,0.7064976988482676,0.0
0,0,0,7,1,1,0,0,0,0,0,0,1,81.87795744016906,602.379223812634,0.20629230172419977,1.0,0.0,0.0,0.0,0.0,0.20629230172419977,0.7937076982758002
0,1,0,42,1,0,0,0,0,0,0,0,0,20.350000381469727,869.9000244140625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0,33,1,1,0,0,1,0,1,1,0,103.73637655574565,3523.68501145178,0.5715372832528421,1.0,0.0,0.0,0.0,0.0,0.42846271674715786,0.0
0,0,0,52,1,1,0,1,0,0,0,0,1,80.2,4297.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0,36,1,0,0,0,0,0,0,0,0,20.850000381469727,720.0499877929688,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,0,1,1,1,0,0,1,0,1,1,1,99.91443384379954,99.91443384379954,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,6,1,0,0,0,0,0,0,0,1,49.04405471723022,266.56406974263354,0.11998912864968359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,54,1,0,0,0,0,0,0,0,0,20.0,1149.65,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,0,59,0,0,0,1,0,0,1,1,1,50.25,2997.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,6,1,1,0,0,0,0,0,0,0,26.35,184.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,43,1,1,0,1,0,0,1,0,1,101.15875143499707,4528.518929788444,0.9089628056592682,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.18644487018987,70.18644487018987,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,1,0,0,0,0,0,0,0,1,69.8833558002986,69.8833558002986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,9,1,0,0,0,0,0,1,0,1,76.85945018235294,711.356723977647,0.0,0.7364833941176457,0.0,0.0,0.0,0.0,0.26351660588235426,0.0
0,0,0,19,1,1,0,1,0,0,1,1,1,99.95,1931.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,3,1,1,0,0,0,0,1,0,1,91.71048332232468,324.93771448022466,0.3961100398492572,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,68,0,0,0,1,0,1,0,1,0,44.95,3085.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,23,1,1,0,0,0,0,0,0,1,25.600000381469727,514.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,1,20,1,0,0,0,0,0,0,0,0,20.05,406.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0,72,1,1,0,1,1,1,1,1,0,109.7,7898.45,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.14999961853028,20.14999961853028,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0,72,1,1,0,0,0,0,0,0,0,26.45,1914.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,31,1,1,0,0,0,0,0,0,0,87.503321107256,2757.999221706748,0.0,1.0,0.0,0.0,0.0,0.49740399905546984,0.5025960009445302,0.0
0,0,0,2,1,0,0,0,1,0,0,1,1,85.85,167.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,71,1,0,1,1,1,1,1,0,1,99.4000015258789,7168.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,72,1,1,1,1,1,1,0,1,0,79.55000305175781,5810.89990234375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,24,1,0,0,0,0,0,0,0,0,71.23171712974853,1766.115473811996,0.9366921374593077,1.0,0.0,0.0,0.0,0.06330786254069232,0.0,0.9366921374593077
0,1,0,71,1,1,1,1,1,1,1,1,0,85.75,6223.7998046875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,1,72,1,0,0,0,0,0,0,0,1,19.75,1567.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,0,57,1,1,0,1,1,1,1,0,0,74.6,4368.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,13,1,1,0,1,0,0,1,1,1,106.36531572959858,1364.7389660075432,0.920196167983679,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,2,1,1,0,0,0,0,1,1,1,95.46669408460252,173.82020991536066,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,40,1,1,1,0,0,0,1,1,0,101.85,4086.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,2,1,0,0,0,0,0,0,0,0,20.1,43.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,69,1,0,0,0,0,1,1,1,1,95.1999969482422,6671.7001953125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1,65,1,0,1,1,1,0,0,0,0,61.35,3874.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,1,1,1,0,0,0,0,1,1,1,93.37956336789495,93.37956336789495,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,3,1,1,0,0,1,0,1,1,1,100.9499969482422,329.95001220703125,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,19,1,0,0,0,0,0,0,0,0,20.85,467.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,52,1,0,0,0,0,0,0,0,0,19.65,1025.05,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,0,60,0,0,0,1,1,1,1,1,0,60.8,3603.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,67,1,0,1,0,1,1,0,1,1,72.3499984741211,4991.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,1,1,1,0,0,0,0,0,0,0,1,71.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,63,1,1,0,0,0,0,0,0,0,24.64999961853028,1574.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0,0,1,1,0,0,0,0,0,0,1,1,85.39446248916245,85.39446248916245,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,20,1,0,0,0,0,0,0,0,0,20.65,417.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,0,0,67,1,1,0,0,0,0,0,0,1,75.7,5060.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,49,1,0,0,0,0,0,0,0,0,20.45,900.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,1,33,1,1,0,0,0,0,0,0,0,24.15,800.3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1,0,6,1,0,0,0,0,0,0,0,1,80.26482706772671,502.5884580255941,0.0,1.0,0.0,0.0,0.0,0.0,0.9560424300285585,0.0
0,1,0,9,1,0,0,0,0,0,0,0,0,87.7900817974644,866.6727982977017,0.3232586287784167,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,4,1,0,0,0,0,0,0,0,0,50.013195138471986,179.63594562873467,1.0,0.0,0.0,0.0,0.0,0.0,0.05662175659620505,0.943378243403795
0,1,1,16,1,0,0,0,0,0,0,0,0,19.35,275.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,1,1,0,0,0,0,0,0,0,1,69.21340465820367,69.21340465820367,0.08936438802446789,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,72,1,1,1,1,1,1,0,1,0,107.45,7658.3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,72,1,1,1,1,1,1,1,1,1,90.9499969482422,6468.60009765625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.242841505194566,20.242841505194566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,11,1,0,0,0,0,0,0,0,1,44.18833827462999,482.84230810543545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,64,1,1,0,1,1,0,0,1,1,92.8499984741211,5980.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,2,1,0,0,0,0,0,0,1,1,85.82674767691887,167.68753130674386,0.8449876665264942,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,37,1,0,0,0,0,0,0,0,1,19.8,695.05,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,1,1,70,1,1,1,1,1,1,1,1,1,115.15,8250.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1,47,1,0,0,0,0,0,0,0,0,20.25,873.4000244140625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,0,60,0,0,0,1,1,1,1,1,1,60.20000076293945,3582.39990234375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,69,1,1,1,1,1,1,1,1,0,113.25,7895.14990234375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,0,0,1,0,0,0,0,0,50.79999923706055,50.79999923706055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,39,0,0,1,1,0,1,0,0,1,40.3,1630.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.6887974545343,19.6887974545343,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,13,1,0,0,0,0,0,1,1,0,96.44961748679802,1228.9573613144141,0.826491451599199,1.0,0.0,0.0,0.0,0.0,0.173508548400801,0.826491451599199
0,0,0,1,1,1,0,0,0,0,0,0,1,74.60084171264394,74.60084171264394,0.0,1.0,0.0,0.0,0.0,0.0,0.8166524488879631,0.18334755111203693
0,0,1,52,1,0,0,0,0,0,0,0,0,19.65,928.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1,1,17,1,0,0,0,0,0,0,0,0,19.89999961853028,329.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,1,1,1,0,0,0,0,0,0,0,1,49.95605777640585,49.95605777640585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,50,1,1,0,1,0,0,1,0,1,88.05,4367.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,1,0,0,0,0,1,1,1,94.5999984741211,94.5999984741211,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,29,0,0,0,0,0,1,0,0,1,31.200000762939453,926.2000122070312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
