SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,10,1,0,0,0,0,0,0,0,0,20.0,198.6999969482422,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,1,71,1,1,1,1,1,1,1,1,1,91.25,6589.60009765625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0,2,1,1,0,1,0,0,0,0,0,54.15,101.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,28,0,0,0,1,1,1,1,1,1,60.0,1682.050048828125,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,12,1,0,0,0,1,0,1,1,0,95.5,1115.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,24,1,0,0,0,0,0,0,1,1,79.8499984741211,2001.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,1,61,1,0,0,0,0,0,0,0,0,19.75,1311.6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,1,18,1,0,0,0,0,1,0,1,1,85.6,1601.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,71,1,1,0,1,0,1,0,0,1,84.80000305175781,6152.39990234375,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,70,1,1,1,1,1,1,1,0,0,79.4,5528.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,56,1,0,0,0,0,0,0,0,0,20.049999237060547,1090.0999755859375,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,39,0,0,0,0,1,0,1,1,1,50.75,2011.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,33,1,1,0,1,0,0,0,0,1,80.5999984741211,2656.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,41,1,1,1,1,1,1,0,1,0,79.9000015258789,3326.199951171875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0,70,1,1,0,1,0,1,1,1,1,104.4499969482422,7349.35009765625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,70,1,1,1,1,1,1,1,1,1,114.9499969482422,7711.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,0,55,1,1,1,0,0,0,1,1,1,98.8,5617.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,40,1,0,0,0,0,0,0,0,0,19.600000381469727,808.9500122070312,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,25,1,1,0,0,0,0,0,0,0,25.299999237060547,676.3499755859375,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,0,53,1,1,0,1,0,0,1,1,1,98.4000015258789,5149.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,31,1,1,0,0,0,0,0,0,1,76.05,2227.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,18,1,1,1,0,1,0,0,0,1,60.59999847412109,1156.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,39,1,0,1,0,1,1,1,0,1,95.55,3692.85,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,26,1,0,1,0,1,1,0,0,1,87.15,2274.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,0,42,1,1,0,0,1,1,1,1,1,108.3000030517578,4586.14990234375,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,0,41,1,1,0,0,1,0,1,1,1,73.0,3001.199951171875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,0,45,1,1,1,1,1,1,1,1,0,113.3000030517578,5032.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,7,1,0,1,1,1,0,0,0,0,61.400001525878906,438.8999938964844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,30,1,0,0,0,1,0,0,1,0,86.44999694824219,2538.050048828125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,66,0,0,1,0,1,1,1,1,1,61.35,4193.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,53,1,0,0,0,0,0,0,0,0,19.89999961853028,1110.050048828125,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0,0,5,1,0,0,0,0,0,1,1,1,89.5,477.7000122070313,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,41,1,1,0,0,1,0,0,1,0,65.0,2531.800048828125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,1,1,0,1,0,0,0,0,0,0,49.75,49.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,68,1,0,0,0,0,0,0,0,0,20.049999237060547,1386.9000244140625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,41,1,0,0,0,0,0,0,0,0,70.25,2868.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,2,1,0,0,1,0,0,0,0,0,74.95,151.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,63,1,1,1,1,0,0,1,1,1,79.69999694824219,4786.14990234375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,0,70,1,1,1,1,1,1,1,1,0,115.65,7968.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,59,1,0,0,0,0,0,0,0,0,19.350000381469727,1099.5999755859375,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,0,70,0,0,0,1,1,1,1,1,0,57.79999923706055,4039.300048828125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,4,0,0,1,0,0,0,0,0,1,29.05,129.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,5,0,0,0,1,0,0,0,0,1,30.5,167.1999969482422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,20,1,0,0,0,0,0,0,0,0,20.65,417.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,0,7,1,0,0,0,0,0,1,0,0,54.84999847412109,370.3999938964844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,71,1,1,1,1,1,1,1,1,0,111.3,7985.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1,1,71,1,0,1,1,1,0,0,0,1,86.7,6179.35,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0,70,1,1,0,0,1,1,1,1,1,104.3,7188.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,33,1,1,0,0,0,0,0,0,1,24.5,740.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,1,23,0,0,1,0,0,1,0,0,0,34.599998474121094,813.4500122070312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0,62,1,0,0,1,1,1,1,1,1,80.4,4981.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,24,1,0,0,0,0,1,0,0,1,51.09999847412109,1269.5999755859375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,1,66,1,0,0,0,0,0,0,0,0,20.549999237060547,1357.0999755859375,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,0,0,7,1,0,0,0,1,0,0,0,1,74.9000015258789,490.5499877929688,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,23,1,1,0,0,0,0,1,0,1,83.75,1849.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,5,1,0,0,0,0,0,0,1,0,78.94999694824219,378.3999938964844,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,27,1,0,0,1,0,1,0,0,1,56.150001525878906,1439.3499755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,38,1,0,0,0,0,0,0,0,1,20.25,814.75,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1,0,2,1,0,0,0,0,0,0,0,1,44.59999847412109,80.55000305175781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,1,12,0,0,1,0,0,1,0,0,0,33.150001525878906,444.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,2,1,1,0,1,0,0,0,0,1,79.45,145.15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,70,1,1,0,0,0,0,0,0,0,24.700000762939453,1685.9000244140625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,1,23,1,0,1,1,1,1,0,0,1,66.25,1533.800048828125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,69,1,1,1,1,1,1,0,1,1,78.5999984741211,5356.4501953125,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,11,1,0,0,0,0,0,0,0,0,70.19999694824219,760.0499877929688,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,29,0,0,0,1,0,1,0,0,0,34.3,1004.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,8,1,0,0,1,0,0,1,0,1,83.55000305175781,680.0499877929688,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,50,1,1,1,0,1,0,1,1,1,104.4000015258789,5232.89990234375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,1,32,1,0,1,1,1,0,0,1,0,94.8000030517578,3131.550048828125,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0,71,1,1,0,1,0,0,0,0,1,79.05000305175781,5552.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,10,0,0,1,0,0,0,0,0,0,29.75,301.8999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,30,1,1,0,0,0,0,1,0,0,85.45,2509.95,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,12,1,0,0,0,0,0,0,0,1,20.05,264.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,1,1,8,1,0,0,0,0,0,0,0,1,19.350000381469727,152.60000610351562,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,1,41,1,0,1,1,0,1,1,1,0,78.45,3126.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1,12,1,0,0,0,0,0,0,0,0,19.700000762939453,258.3500061035156,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,1,0,5,1,0,1,0,1,0,0,1,1,88.9000015258789,454.1499938964844,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,71,0,0,1,1,0,1,1,1,0,58.650001525878906,4145.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,0,72,1,1,0,1,1,0,1,1,1,106.3,7565.35,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,45,1,1,0,1,1,0,1,1,0,78.75,3600.64990234375,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,1,72,1,0,0,0,0,0,0,0,1,20.100000381469727,1326.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,1,1,1,0,0,0,0,0,0,0,1,71.6500015258789,71.6500015258789,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,8,1,0,0,0,0,0,0,0,0,19.45,159.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,69.55000305175781,69.55000305175781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,10,1,0,1,1,1,1,1,1,1,110.0999984741211,1043.300048828125,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,1,5,1,0,0,0,0,0,0,0,0,44.79999923706055,220.4499969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,52,1,1,0,1,1,1,1,1,1,110.75,5832.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,69,1,1,1,1,0,1,0,0,1,66.9,4577.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0,1,1,0,0,0,0,0,0,0,1,69.35,69.35,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,67,1,1,1,0,1,1,1,1,1,111.25,7511.64990234375,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,27,1,1,0,0,1,0,1,1,1,100.5,2673.449951171875,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,29,1,0,0,0,1,1,1,1,1,75.3499984741211,2243.89990234375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,12,0,0,0,1,0,1,0,0,0,34.0,442.4500122070313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,70,1,0,0,0,0,0,0,0,0,20.049999237060547,1360.25,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,4,1,0,0,0,0,0,0,0,1,19.65,67.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,53,1,1,0,0,0,0,1,0,0,85.45,4517.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,22,1,0,0,0,0,0,0,0,1,19.25,412.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,0,0,31,1,1,0,1,0,1,1,0,1,71.05000305175781,2168.14990234375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,9,0,0,0,1,0,0,0,0,1,29.950000762939453,248.9499969482422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,60,1,0,0,0,0,0,0,0,1,19.25,1103.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,4,0,0,1,0,0,0,0,0,1,29.15,110.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,59,1,1,0,1,1,0,1,1,1,106.15,6256.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,63,1,0,0,0,0,0,0,0,0,20.5,1328.1500244140625,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,1,1,72,1,1,1,0,1,1,1,1,0,84.7,5893.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,72,1,1,0,1,1,1,1,1,1,110.15,7998.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,41,1,0,0,0,0,0,0,0,1,19.75,899.4500122070312,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.79998779296875,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,24,1,1,1,0,0,0,0,0,1,55.65,1400.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,6,1,0,0,0,1,0,1,1,1,95.75,573.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,1,0,0,0,1,1,1,95.5999984741211,95.5999984741211,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,72,1,1,0,1,0,1,1,1,1,78.94999694824219,5730.14990234375,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1,54,1,1,1,1,1,1,1,1,0,91.3000030517578,4965.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,5,1,1,0,1,1,0,1,1,0,105.3000030517578,550.5999755859375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,56,1,1,1,0,0,0,1,1,1,100.5500030517578,5514.9501953125,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,8,1,0,1,0,0,1,1,1,0,100.3000030517578,832.3499755859375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,9,1,0,0,0,0,0,0,0,0,19.5,150.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,35,1,0,0,0,0,0,0,0,0,19.600000381469727,686.9500122070312,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,0,0,15,1,1,0,0,0,0,0,0,1,74.44999694824219,1145.699951171875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,4,0,0,1,1,0,1,0,0,0,42.4,146.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,3,1,1,0,0,0,0,0,0,1,76.05000305175781,231.8000030517578,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0,11,1,0,0,0,1,1,0,1,0,64.9000015258789,697.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,18,0,0,1,0,1,0,0,0,0,33.6,550.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,70,1,1,1,0,1,1,0,1,1,74.8,5315.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1,44,1,0,0,0,0,0,0,0,0,20.600000381469727,926.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,1,13,1,0,0,0,0,0,1,1,0,66.4,831.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,63,1,1,1,0,0,1,0,0,1,84.6500015258789,5377.7998046875,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,0,1,1,1,0,0,1,0,1,1,1,100.8000030517578,100.8000030517578,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,24,1,1,0,0,0,0,1,1,1,93.0,2248.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,60,1,0,1,1,0,1,0,0,0,59.84999847412109,3483.449951171875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,1,1,1,0,1,0,0,0,1,1,90.8499984741211,90.8499984741211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,2,1,1,0,0,0,0,0,0,0,24.850000381469727,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,2,1,1,0,0,0,0,0,1,1,86.0,165.4499969482422,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,33,1,0,0,0,0,0,0,0,0,20.600000381469727,690.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,1,0,44,1,0,0,0,0,0,1,1,1,90.65,3974.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.3,20.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0,9,1,0,0,0,0,0,0,1,1,79.75,769.0999755859375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,67,1,1,0,0,0,0,0,0,1,75.7,5060.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,5,1,0,0,0,1,1,0,0,0,56.15,291.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,15,1,0,0,1,0,0,0,0,0,75.3499984741211,1114.550048828125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,69,1,1,0,0,0,0,0,0,0,24.450000762939453,1718.199951171875,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,0,34,1,1,1,1,0,1,0,0,0,62.65,2274.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0,51,1,0,0,0,0,0,0,0,0,19.1,1007.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,1,0,13,1,0,0,0,0,0,0,0,1,70.15,916.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,53,1,0,0,0,1,0,0,1,1,61.1,3357.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,0,60,1,0,0,1,0,0,1,1,1,94.4000015258789,5610.25,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,12,1,0,0,0,0,0,0,0,0,20.4,266.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0,67,1,0,1,1,1,1,1,1,1,111.0500030517578,7321.0498046875,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1,70,1,1,1,1,1,1,1,1,1,113.0500030517578,7869.0498046875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,35,0,0,0,0,0,0,0,0,0,24.14999961853028,812.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,42,1,1,0,0,1,0,0,0,0,55.65,2421.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,9,1,0,1,0,0,1,0,1,0,64.94999694824219,547.7999877929688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,45,1,1,0,0,1,0,1,1,0,99.6999969482422,4634.35009765625,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,54,1,1,0,1,1,1,1,1,0,110.3499984741211,5893.14990234375,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,0,36,1,1,0,0,0,0,0,1,1,84.1,3021.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,1,0,0,0,1,0,1,0,1,1,44.65,44.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,1,1,0,0,1,0,0,0,0,0,75.80000305175781,75.80000305175781,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,71,1,1,1,0,1,1,1,1,0,85.44999694824219,6300.85009765625,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0,0,55,1,1,0,0,1,0,1,1,1,100.0,5509.2998046875,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,0,27,0,0,0,0,0,0,0,1,0,36.5,1032.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,1,0,0,0,0,0,0,75.30000305175781,75.30000305175781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,44,1,0,0,0,0,0,0,0,0,68.8499984741211,2958.949951171875,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,72,1,1,1,1,1,1,1,1,1,87.0999984741211,6230.10009765625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,13,1,0,0,1,1,1,0,0,0,61.79999923706055,750.0999755859375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,9,1,1,0,0,1,0,1,1,1,100.5,918.5999755859376,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,46,1,1,1,0,0,0,0,0,0,55.0,2473.949951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,41,1,0,0,0,0,0,0,0,0,45.2,1841.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,11,1,1,0,0,0,0,0,0,1,74.94999694824219,825.7000122070312,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,2,1,0,0,0,0,0,0,0,1,69.69999694824219,135.1999969482422,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0,16,1,1,0,0,1,0,1,1,1,98.75,1587.55,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,1,68,1,0,0,0,0,0,0,0,1,19.950000762939453,1303.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,0,28,1,1,0,1,0,1,1,1,1,105.8,2998.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,66,1,1,0,0,1,1,1,1,1,102.8499984741211,6976.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,0,3,0,0,0,0,0,0,1,0,1,34.79999923706055,113.9499969482422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0,43,1,1,0,0,0,1,1,0,1,64.8499984741211,2908.199951171875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,65,1,1,0,1,0,1,1,1,1,105.0500030517578,6744.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,9,1,0,0,0,0,0,0,0,0,69.05,651.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,59,1,0,0,1,0,1,1,1,1,100.05,6034.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,1,60,1,0,0,1,0,1,1,1,0,76.95,4543.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,44,0,0,0,0,1,1,1,1,1,54.3,2317.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,54,1,1,0,0,1,1,0,1,1,95.0999984741211,5064.85009765625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,36,1,1,0,0,0,0,0,1,1,85.25,3132.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,3,1,1,0,0,0,0,0,0,0,75.0,209.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,1,1,0,0,0,0,0,0,0,0,45.95000076293945,45.95000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,68,1,1,0,0,0,0,0,0,0,25.39999961853028,1620.199951171875,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,66,1,1,1,0,0,0,1,1,1,102.4,6471.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,68,1,1,1,1,1,1,0,0,0,70.9000015258789,4911.35009765625,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,1,68,1,1,1,1,1,1,1,1,1,113.15,7856.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,1,38,1,0,0,0,0,0,0,0,1,20.2,746.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,0,13,1,0,0,0,0,0,0,0,0,70.45,849.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.299999237060547,19.299999237060547,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
